longitude,latitude,year,count
122.5,-20.5,2021.0,2
122.5,-20.5,2022.0,1
122.5,-20.5,2023.0,78
122.5,-20.5,2024.0,1
122.5,-20.0,2020.0,2
122.5,-20.0,2021.0,9
122.5,-20.0,2022.0,2
122.5,-20.0,2023.0,22
122.5,-19.5,2020.0,8
122.5,-19.5,2021.0,9
122.5,-19.5,2022.0,7
122.5,-19.5,2023.0,7
122.5,-19.0,2021.0,1
122.5,-19.0,2022.0,6
122.5,-19.0,2023.0,61
122.5,-18.5,2022.0,8
122.5,-18.5,2023.0,28
122.5,-18.5,2024.0,11
122.5,-18.0,2021.0,6
122.5,-18.0,2022.0,2
122.5,-18.0,2024.0,6
122.5,-17.5,2020.0,1
122.5,-17.5,2021.0,82
122.5,-17.5,2022.0,14
122.5,-17.5,2023.0,32
122.5,-17.5,2024.0,43
122.5,-17.0,2020.0,26
122.5,-17.0,2021.0,57
122.5,-17.0,2022.0,6
122.5,-17.0,2023.0,28
122.5,-17.0,2024.0,19
123.0,-33.5,2021.0,1
123.0,-33.0,2021.0,5
123.0,-32.5,2020.0,196
123.0,-32.5,2021.0,17
123.0,-32.5,2022.0,2
123.0,-32.0,2021.0,1
123.0,-30.5,2020.0,3
123.0,-30.0,2021.0,3
123.0,-30.0,2023.0,2
123.0,-28.5,2020.0,2
123.0,-28.0,2022.0,3
123.0,-27.0,2020.0,12
123.0,-26.0,2024.0,2
123.0,-23.0,2021.0,4
123.0,-23.0,2024.0,1
123.0,-22.5,2020.0,2
123.0,-22.5,2023.0,8
123.0,-22.5,2024.0,5
123.0,-22.0,2022.0,4
123.0,-22.0,2024.0,1
123.0,-21.5,2023.0,1
123.0,-21.0,2021.0,1
123.0,-21.0,2023.0,25
123.0,-21.0,2024.0,4
123.0,-20.5,2021.0,8
123.0,-20.5,2022.0,11
123.0,-20.5,2023.0,31
123.0,-20.5,2024.0,4
123.0,-20.0,2021.0,1
123.0,-20.0,2022.0,14
123.0,-20.0,2023.0,29
123.0,-19.5,2021.0,6
123.0,-19.5,2022.0,7
123.0,-19.5,2023.0,78
123.0,-19.0,2021.0,16
